2017-05-28,26309
2017-05-29,27003
2017-05-30,26903
2017-05-31,27908
2017-06-01,27680
2017-06-02,27222
2017-06-03,26732
2017-06-04,26745
2017-06-05,26194
2017-06-06,37037
2017-06-07,27139
2017-06-08,26527
2017-06-09,26193
2017-06-10,26172
2017-06-11,26704
2017-06-12,27141
2017-06-13,25531
2017-06-14,24812
2017-06-15,25476
2017-06-16,26269
2017-06-17,24132
2017-06-18,51016
2017-06-19,31372
2017-06-20,32536
2017-06-21,25194
2017-06-22,25026
2017-06-23,24689
2017-06-24,24202
2017-06-25,24981
2017-06-26,25302
2017-06-27,23915
2017-06-28,32349
2017-06-29,27534
2017-06-30,24885
2017-07-01,24729
2017-07-02,25301
2017-07-03,25403
2017-07-04,27268
2017-07-05,26724
2017-07-06,25601
2017-07-07,25139
2017-07-08,25406
2017-07-09,25392
2017-07-10,26998
2017-07-11,26384
2017-07-12,26984
2017-07-13,25714
2017-07-14,24863
2017-07-15,24552
2017-07-16,24757
2017-07-17,24348
2017-07-18,29497
2017-07-19,27013
2017-07-20,24529
2017-07-21,23874
2017-07-22,23558
2017-07-23,23760
2017-07-24,23934
2017-07-25,23957
2017-07-26,23605
2017-07-27,23506
2017-07-28,22440
2017-07-29,21774
2017-07-30,21552
2017-07-31,22013
2017-08-01,21393
2017-08-02,21088
2017-08-03,21285
2017-08-04,20905
2017-08-05,20631
2017-08-06,20513
2017-08-07,20914
2017-08-08,21091
2017-08-09,20326
2017-08-10,20259
2017-08-11,19329
2017-08-12,18709
2017-08-13,18679
2017-08-14,19913
2017-08-15,19636
2017-08-16,19511
2017-08-17,18958
2017-08-18,18336
2017-08-19,17790
2017-08-20,18015
2017-08-21,18558
2017-08-22,18333
2017-08-23,17886
2017-08-24,17599
2017-08-25,16604
2017-08-26,16094
2017-08-27,21264
2017-08-28,18471
2017-08-29,16317
2017-08-30,15716
2017-08-31,24129
2017-09-01,18481
2017-09-02,18917
2017-09-03,16514
2017-09-04,16574
2017-09-05,16211
2017-09-06,15879
2017-09-07,15726
2017-09-08,15305
2017-09-09,23910
2017-09-10,19430
2017-09-11,17146
2017-09-12,17263
2017-09-13,17072
2017-09-14,18702
2017-09-15,17556
2017-09-16,17746
2017-09-17,17731
2017-09-18,18196
2017-09-19,18605
2017-09-20,18481
2017-09-21,18733
2017-09-22,17997
2017-09-23,18036
2017-09-24,18600
2017-09-25,18645
2017-09-26,18793
2017-09-27,17812
2017-09-28,17096
2017-09-29,16125
2017-09-30,14640
2017-10-01,14285
2017-10-02,14797
2017-10-03,14638
2017-10-04,13679
2017-10-05,14983
2017-10-06,15300
2017-10-07,15379
2017-10-08,14976
2017-10-09,19518
2017-10-10,17251
2017-10-11,15588
2017-10-12,16597
2017-10-13,15977
2017-10-14,15398
2017-10-15,16056
2017-10-16,16068
2017-10-17,15482
2017-10-18,15301
2017-10-19,14692
2017-10-20,14497
2017-10-21,14095
2017-10-22,14493
2017-10-23,14950
2017-10-24,14723
2017-10-25,14763
2017-10-26,14610
2017-10-27,13905
2017-10-28,13562
2017-10-29,13941
2017-10-30,14290
2017-10-31,13941
2017-11-01,12898
2017-11-02,12714
2017-11-03,12259
2017-11-04,11938
2017-11-05,12053
2017-11-06,12288
2017-11-07,12168
2017-11-08,11997
2017-11-09,11706
2017-11-10,11763
2017-11-11,70113
2017-11-12,16201
2017-11-13,13515
2017-11-14,13227
2017-11-15,13119
2017-11-16,13211
2017-11-17,12994
2017-11-18,12972
2017-11-19,13247
2017-11-20,13545
2017-11-21,13295
2017-11-22,13136
2017-11-23,12879
2017-11-24,12166
2017-11-25,12109
2017-11-26,12225
2017-11-27,13768
2017-11-28,12856
2017-11-29,12809
2017-11-30,12354
2017-12-01,11454
2017-12-02,11320
2017-12-03,11683
2017-12-04,11900
2017-12-05,11728
2017-12-06,11594
2017-12-07,11065
2017-12-08,10624
2017-12-09,10657
2017-12-10,10712
2017-12-11,10795
2017-12-12,47985
2017-12-13,13693
2017-12-14,12707
2017-12-15,13149
2017-12-16,12493
2017-12-17,12788
2017-12-18,12796
2017-12-19,12787
2017-12-20,14328
2017-12-21,13533
2017-12-22,12888
2017-12-23,12896
2017-12-24,13110
2017-12-25,13360
2017-12-26,13465
2017-12-27,13586
2017-12-28,13533
2017-12-29,13377
2017-12-30,12958
2017-12-31,12211
2018-01-01,13433
2018-01-02,13978
2018-01-03,13990
2018-01-04,14380
2018-01-05,14144
2018-01-06,14016
2018-01-07,14146
2018-01-08,15132
2018-01-09,14672
2018-01-10,14572
2018-01-11,14860
2018-01-12,14202
2018-01-13,14392
2018-01-14,14501
2018-01-15,15538
2018-01-16,15715
2018-01-17,16200
2018-01-18,16084
2018-01-19,15807
2018-01-20,15646
2018-01-21,15449
2018-01-22,15845
2018-01-23,15220
2018-01-24,23869
2018-01-25,17823
2018-01-26,17248
2018-01-27,16449
2018-01-28,17654
2018-01-29,15428
2018-01-30,14798
2018-01-31,14333
2018-02-01,14163
2018-02-02,13266
2018-02-03,12424
2018-02-04,11901
2018-02-05,10831
2018-02-06,9372
2018-02-07,9131
2018-02-08,7440
2018-02-09,6460
2018-02-10,5670
2018-02-11,4886
2018-02-12,4576
2018-02-13,4382
2018-02-14,4455
2018-02-15,4328
2018-02-16,5197
2018-02-17,5808
2018-02-18,6488
2018-02-19,7484
2018-02-20,8438
2018-02-21,9608
2018-02-22,11509
2018-02-23,13384
2018-02-24,14065
2018-02-25,14436
2018-02-26,15743
2018-02-27,15898
2018-02-28,16492
2018-03-01,16828
2018-03-02,16184
2018-03-03,15970
2018-03-04,17070
2018-03-05,17387
2018-03-06,17160
2018-03-07,30027
2018-03-08,25207
2018-03-09,21926
2018-03-10,17591
2018-03-11,18029
2018-03-12,19365
2018-03-13,19746
2018-03-14,19634
2018-03-15,20407
2018-03-16,19364
2018-03-17,18895
2018-03-18,19773
2018-03-19,20562
2018-03-20,19940
2018-03-21,18785
2018-03-22,18672
2018-03-23,18026
2018-03-24,16877
2018-03-25,17123
2018-03-26,35155
2018-03-27,24963
2018-03-28,26436
2018-03-29,20511
2018-03-30,20145
2018-03-31,20566
2018-04-01,22562
2018-04-02,23539
2018-04-03,23432
2018-04-04,21577
2018-04-05,21449
2018-04-06,20700
2018-04-07,20086
2018-04-08,20679
2018-04-09,22343
2018-04-10,24153
2018-04-11,23568
2018-04-12,24077
2018-04-13,22939
2018-04-14,21902
2018-04-15,22185
2018-04-16,24295
2018-04-17,23522
2018-04-18,24110
2018-04-19,24149
2018-04-20,24542
2018-04-21,23740
2018-04-22,24737
2018-04-23,25073
2018-04-24,24455
2018-04-25,25289
2018-04-26,26368
2018-04-27,24670
2018-04-28,24739
2018-04-29,23810
2018-04-30,24635
2018-05-01,25963
2018-05-02,26396
2018-05-03,27343
2018-05-04,25917
2018-05-05,25996
2018-05-06,27372
2018-05-07,27105
2018-05-08,26447
2018-05-09,26246
2018-05-10,28638
2018-05-11,26112
2018-05-12,25934
2018-05-13,25157
2018-05-14,39184
2018-05-15,36213
2018-05-16,32000
2018-05-17,29904
2018-05-18,28669
2018-05-19,28163
2018-05-20,35043
2018-05-21,30829
2018-05-22,30070
2018-05-23,27650
2018-05-24,27727
2018-05-25,27917
2018-05-26,28389
2018-05-27,28157
2018-05-28,29897
